Variable,Index,Run,Cycle,Iteration,Distance,SolutionIndex,SolutionID,Schedulability,Satisfaction,DeadlineMiss,Rank,CrowdingDistance
2000,8,4,1000,2,6.355470e+02,2,9533,-7.602058e+02,27.0,610,0,0.5640408278357726
2000,8,4,1000,2,6.355470e+02,3,10006,-6.493214e+02,8.0,30,0,0.41619922964940453
2000,8,4,1000,2,6.355470e+02,4,9917,-6.353938e+02,1.0,0,0,0.3900581104649684
2000,8,4,1000,2,6.355470e+02,5,9830,-7.373968e+02,25.0,500,0,0.38169130780552707
2000,8,4,1000,2,6.355470e+02,6,9965,-7.216641e+02,19.0,490,0,0.37790704642100603
2000,8,4,1000,2,6.355470e+02,7,7988,-6.353647e+02,-9.0,0,0,0.3752986643597139
2000,8,4,1000,2,6.355470e+02,8,9576,-6.650957e+02,14.0,40,0,0.347271057571898
2000,8,4,1000,2,6.355470e+02,9,8975,-6.994657e+02,17.0,230,0,0.29744853126898935
2000,8,24,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,24,1000,2,6.358264e+02,0,9540,-6.355425e+02,-17.0,0,0,Infinity
2000,8,24,1000,2,6.358264e+02,1,6721,-7.964605e+02,36.0,940,0,Infinity
2000,8,24,1000,2,6.358264e+02,2,3272,-7.964605e+02,36.0,940,0,Infinity
2000,8,24,1000,2,6.358264e+02,3,3233,-7.602058e+02,27.0,610,0,0.5481453237627479
2000,8,24,1000,2,6.358264e+02,4,9327,-6.356196e+02,2.0,0,0,0.5269667283341026
2000,8,24,1000,2,6.358264e+02,5,7676,-6.772035e+02,16.0,130,0,0.38320685269046895
2000,8,24,1000,2,6.358264e+02,6,8456,-7.089853e+02,17.0,450,0,0.3809946792460807
2000,8,24,1000,2,6.358264e+02,7,9894,-6.474724e+02,7.0,0,0,0.35573123376513893
2000,8,24,1000,2,6.358264e+02,8,9779,-6.625013e+02,12.0,10,0,0.3545705110721783
2000,8,24,1000,2,6.358264e+02,9,9974,-7.294038e+02,19.0,500,0,0.3539465220279593
2000,8,11,0,0,6.557943e+02,0,1,-6.550131e+02,-68.0,0,0,Infinity
2000,8,11,1000,2,6.356193e+02,0,9857,-6.355555e+02,-27.0,0,0,Infinity
2000,8,11,1000,2,6.356193e+02,1,4352,-7.964570e+02,36.0,940,0,Infinity
2000,8,11,1000,2,6.356193e+02,2,3164,-7.602058e+02,27.0,610,0,0.5775178597089836
2000,8,11,1000,2,6.356193e+02,3,7552,-6.355714e+02,0.0,0,0,0.5407546336418705
2000,8,11,1000,2,6.356193e+02,4,8375,-6.569980e+02,12.0,0,0,0.40899224196349354
2000,8,11,1000,2,6.356193e+02,5,8606,-7.341814e+02,24.0,490,0,0.36986835951808716
2000,8,11,1000,2,6.356193e+02,6,7887,-6.785496e+02,16.0,130,0,0.3430557045444413
2000,8,11,1000,2,6.356193e+02,7,7858,-7.211254e+02,19.0,490,0,0.3271144423602255
2000,8,11,1000,2,6.356193e+02,8,7305,-6.408360e+02,5.0,0,0,0.32364170412233617
2000,8,11,1000,2,6.356193e+02,9,6750,-6.994262e+02,17.0,230,0,0.3122272055306202
